id,text
t1489,What should I do if I think that someone might be using me card?
t1490,The ATM kept my card?
t1491,What is the extra fee I was charged when using an ATM?
t1492,I question today's exchange rate for rubles into pounds. I was hoping for a better return.
t1493,I'm not able to withdraw money from the ATM but I'm not sure why.
t1494,How come there is a duplicate charge on my card?
t1495,Can I add a card that I just found (again) to the app?
t1496,"I have checked my statements multiple times, but my refund that I requested a while back is not showing on my account. Is there a reason for this? Can I get some help getting my money back from this transaction?"
t1497,Can you issue both a Visa and a Mastercard to me?
t1498,My identity verification isn't working
t1499,Where does the exchange rate stand right now?
t1500,I need to transfer to my account and cant.
t1501,Recipient has not received the money
t1502,I was charged extra. Was the exchange rate for my payment last Saturday wrong?
t1503,When will my refund come through
t1504,I've been trying to make a transfer and it hasn't gone through. Now I am receiving an error message.  What is the problem?
t1505,I can't use my card because it is not working.
t1506,Where can I change my PIN?
t1507,"lost card found, want to put it back in app"
t1508,Why won't my top up go through?
t1509,How are your exchange rates calculated?
t1510,Is auto top up available?
t1511,Why was I not able to complete my transfer?
t1512,How do I change to a different currency?
t1513,When will my transfer post to my account?
t1514,The balance does not appear to have updated.
t1515,"I tried again to top up my card after doing it a couple days ago when it had worked. Now, it doesn't seem to be working. Can you tell me what the deal is here please?"
t1516,How will I know what the exchange rate is?
t1517,The wrong exchange rate was used when I purchased an item.
t1518,I live in Germany. Is that one of the countries you are in? What other countries are you in?
t1519,I must make a transfer from China and it is urgent. How long before the transfer is complete?
t1520,Why did withdrawing money cost me extra?
t1521,"I bought something while traveling, and the exchange rate was wrong."
t1522,Please sort your top up! My top up has been pending for an hour already. Can you please make it go through as soon as possible. I really need the money.
t1523,What was the extra charge for using my card?
t1524,I was declined when I tried to take out cash!
t1525,"I need to get a card, but I live in the US."
t1526,Where is the money I put in the bank?
t1527,When can I expect the transfer to be complete?
t1528,My phone has been lost or stolen
t1529,Will I get a Visa card or Mastercard?
t1530,How do I access the option to top up?
t1531,How recent do my documents need to be for verification?
t1532,I'd like more info on getting a virtual card.
t1533,Why did you decline my transfer?
t1534,Will I be charged to top off my account?
t1535,How long will it take to receive a virtual card?
t1536,"Would you be able to offer me a discount, since I need to exchange currencies frequently?"
t1537,Hi I'm sending some money over to an investment bank I do business and the transaction is being rejected. I'm not sure why as I think I have the right details.
t1538,The ATM stole my card!
t1539,I tried to get some money but the machine was not working .The transaction still seems in progress! Can you please check what's going on.I don't want to be charged for money that I did not received.
t1540,How can I close my account?
t1541,How much are the fees for adding funds using an international card?
t1542,"I purchased something and already received it, why hasn't the money taken out?"
t1543,i tried to do a transfer to an account but it didn't work
t1544,I bought an item at the wrong exchange rate.
t1545,"I have found my lost or stolen card, would I still have to activate the new card that was sent to me through the mail in order to access my account?"
t1546,"If my funds are running low, will the app top up automatically?"
t1547,Can I transfer my salary onto here?
t1548,The exchange rate from my card payment isn't right.
t1549,Are you Visa or Mastercard?
t1550,"I deposited some money, but the balance has not changed."
t1551,I need help from someone in your department with finding my nearest ATM.
t1552,I left my phone at the hotel I was staying at so I can't use the app!
t1553,Is it possible to order a card?
t1554,"Hello, I have a question concerning an unfamiliar fee that I notice on my account. I see that you guys charge for ATM withdrawal. Never notice this fee until now. Can you please explain?"
t1555,Will I be able to get both a visa and a mastercard?
t1556,Why isn't my disposable virtual card working?
t1557,My card don't work.
t1558,ATM withdrawal not working.
t1559,How do you do exchanges?
t1560,I want to cancel my account.
t1561,The app doesn't think that I am myself
t1562,How soon will my balance be updated to reflect my transfer?
t1563,What do I do if my Google pay top up isn't working?
t1564,do I need to verify my identity before I can use my card?
t1565,I made a transfer from my UK account a couple of hours ago.  Could you please make sure everything went alright.
t1566,Where can I go to get my PIN unblocked?
t1567,My cash withdrawal was declined.  Why?
t1568,How can I cancel a transfer I made
t1569,Does this app allow currencies to be exchanged?
t1570,Why is there a payment I didn't do?
t1571,My refund isn't showing up on my statement.
t1572,What should I do if my card doesn't work?
t1573,Send me my card now! ASAP
t1574,I want to transfer money using my credit card.
t1575,There's a duplicate charge on my account?
t1576,"I have made a withdraw from an ATM this last holiday, why is there such a high charge from this transaction?"
t1577,Why do I see extra charges for withdrawing my money?
t1578,What fees are charged for a physical card?
t1579,How come my refund hasn't appeared on my statement?
t1580,I think that the card is stolen.  What are my next steps?
t1581,I got cash abroad and the exchange rate applied is wrong
t1582,my transfer isn't there
t1583,Can you tell me whats going on with my card it seems to be not working?
t1584,I know there's an auto-top option but I can not locate it when I look?
t1585,When will my deposit be processed?
t1586,I didn't see the money I added to my card.
t1587,"I am traveling, what can I do to set up auto top-up?"
t1588,Someone might be using my card.  What should I do?
t1589,What are my payment options for topping off my account?
t1590,I need another card for a member of my family. Is this possible? How soon can I get one?
t1591,Why am I being charged for transfers? Are they not free?
t1592,I was charged an incorrect exchange rate for a withdrawal.
t1593,Why hasn't my refund been appiled to my account?
t1594,What is limit of disposable cards  I can make per day?
t1595,How do I receive a card?
t1596,What currencies can be exchanged in the app?
t1597,What's taking so long for this payment to go through?
t1598,why does my statement contain an extra fee?
t1599,Why would a merchant revert my payment?
t1600,I can't see the transfer that I put in.
t1601,How much longer do I have to wait until my transaction is complete? I transferred money to another country many hours ago and the transaction is still pending.
t1602,"I was abroad and needed some cash, but I think the wrong exchange rate was applied to the transaction."
t1603,What should I do if my physical card isn't working?
t1604,I exchange my currency quite a bit.  Do I get an exchange price break?
t1605,I don't think the charges made when I had currency exchanged are right.
t1606,If I top up using a European card is there a charge?
t1607,"I am having a slight problem with my American express in apple play, can you help me fix the problem with top up?"
t1608,I exchanged cash when traveling and the rate was incorrect.
t1609,I need to know where this charge is coming from?
t1610,I haven't received my virtual card.
t1611,How do I top up using my Apple Watch?
t1612,I didn't know I was going to get charged to use my card.
t1613,I received a fee I should not have.
t1614,"I am interested in giving a second card to my daughter, how can I make this happen?"
t1615,The app reverted after I topped-up
t1616,Why isn't my google pay top up working?
t1617,I could not access my money at the ATM
t1618,Are purchases returnable for full refund?
t1619,I notice there's a pending payment on my card.
t1620,Is the exchange rate the same on weekends as the weekdays?
t1621,Why is my last cheque deposit taking so long?
t1622,I made an ATM withdraw it didn't give me the amount I asked for but is showing a withdraw for that amount.
t1623,Will there be a charge for exchanging foreign currency?
t1624,I have a pending payment on my card.  Why?
t1625,Have a payment that I haven't done.
t1626,In what increments can I top-up my card?
t1627,What type of card will I receive?
t1628,We want to start a college fund for my daughter.
t1629,When will I get my card shipped to me?
t1630,How can I verify my top-up card?
t1631,how do I find the code to verify the top up card?
t1632,"My phone was stolen yesterday, can you help me with this?"
t1633,What can I do if my card details where stolen from my car? I think they used my card to buy gas.
t1634,do you have a fee for receiving a SEPA transfer?
t1635,I did not get the cash that is showing up in my app.
t1636,Why am I unable to withdraw my money through this card?
t1637,Why do you need to know so much about me for my account?
t1638,How long does it actually take for a card payment to go through? There's one stuck since a couple days already that doesn't seem to move
t1639,Please explain the extra fee when I paid with the card.
t1640,I need to be made aware when I am being charged an extra amount for payments please. I looked over the app earlier and noticed an additional feel related to one of the payments. I was not warned about this before.
t1641,"Someone stole my account, there's a withdrawal but it wasn't me, can we put a stop to it please?"
t1642,I have one other credit card from the US. Do you take that?
t1643,Where do I access the auto top-up function?
t1644,"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?"
t1645,How do I exchange currencies using the app?
t1646,Please list the countries you support.
t1647,A cash withdrawal that I didn't authorize is shown on my account - can you please cancel my card as soon as possible?
t1648,"What, if any, is the limit  for auto top-up?"
t1649,My top up isn't in my wallet.
t1650,Why is the cash transaction still showing as not completed?
t1651,Why is the exchange rate on my card payment different than I expected?
t1652,"Hi, I made a transfer yesterday that I need to reverse.  I need to put the money in a different account."
t1653,How do I go about getting a refund?
t1654,Is there a way I can check on the card on route to me?
t1655,In which countries does your app work
t1656,What is the top up code for?
t1657,I need more money in my account. Can I add more by transferring?
t1658,How long does it take for money to transfer?
t1659,Is there a charge for receiving money?
t1660,"My salary is in GBP, do I need to exchange it before putting it into my account?"
t1661,Can my children get an account?
t1662,My card payment has had the status of pending forever. What is the issue? It should have gone through at some point.
t1663,I have a pending money transfer
t1664,I cannot find my refund on my statement.
t1665,"I was out today looking forward to paying with my new card, turns out the payment kept getting declined. This is really sad, what's going on?"
t1666,Verify my source of funds?
t1667,I could not get money from an ATM
t1668,"If I want to be able to give my daughter a card for my account, would I be allowed to get one for her?"
t1669,How do I know where I can use my card?
t1670,"I need a second card, can I have more than one?"
t1671,Some cash withdrawal that I didn't make showed up in the app.
t1672,I'm on vacation in Europe but I desperately need to change my PIN. Can I do this from abroad?
t1673,How long do I have to wait for Europe transfers?
t1674,I was charged for the same thing twice
t1675,Why is this payment on my app
t1676,Which currencies do you accept for adding money?
t1677,What stipulations do disposable cards entail?
t1678,"I am not supposed to be charged a cash withdrawal fee, but I was."
t1679,Can it add money every so often automatically while I travel?
t1680,How long do I need to wait to see an update after I make a bank transfer?
t1681,"I'm having money transferred from Europe, how long will this take?"
t1682,Will you work with any fiat currencies?
t1683,"In my statement, there was an extra €1 fee"
t1684,What types of top-up methods do you accept?
t1685,There's a cash withdrawal that  didn't make that is showing up.
t1686,"How long do EU transfers take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet"
t1687,How long does it take for a new purchase to stop being considered pending?
t1688,Where can the cards be delivered?
t1689,Why was I declined when I tried to get my money?
t1690,why was a extra fee added to my account for transfer ?
t1691,My card stopped working after multiple transactions. Why?
t1692,How was I charged extra when I used my card to pay?
t1693,My transfer didn't work! Help!
t1694,I needed cash from the ATM but I couldn't get it.
t1695,Where do I find a virtual card?
t1696,How come my transfer got declined
t1697,Why was I charged for a cash withdrawal at the ATM?
t1698,I need information explaining why my top-up failed to go through
t1699,Which US cards have top up charges?
t1700,"I did a cash deposit to my account, but I am not seeing it on my statement."
t1701,Which fiat currencies can I use through this app?
t1702,Why have I not gotten my new card?
t1703,My virtual card is just not going through.
t1704,Activate my card
t1705,how do you get exchange rates
t1706,I got an unexpected charge on my transfers. How can I correct this?
t1707,"I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages."
t1708,Can I change my PIN in Austria?
t1709,Will I be charged for adding money using an international card?
t1710,Could you please tell me how to activate my new card?
t1711,I have a new email.
t1712,I haven't received my cash yet.
t1713,I received my salary in the wrong currency. How do I change this?
t1714,Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet.
t1715,can i go into my app to find my pin
t1716,Is it possible to change my pin if i am out of the country?
t1717,I'm not able to activate my card how do I fix this problem?
t1718,Why has my transfer been declined?
t1719,Can I specify a day for my card to be delivered?
t1720,I got less cash than what I specified at the ATM.
t1721,What am I going to need in order to verify my identity?
t1722,My source of funds need verification.
t1723,Are you only able to get a card if you're in the UK?
t1724,Where can I get a new passcode?
t1725,how long will my cash withdrawal be pending for?
t1726,The exchange rate you are using is really bad.This can't be the official interbank exchange rate.
t1727,I have an unfamiliar direct debit in my statement.
t1728,I lost my passcode.
t1729,How do I auto top-up?
t1730,"I requested a refund from a merchant a while ago, and upon repeatedly checking my statement, the merchant has yet to refund me my money.  I don't know what's going on, or why the money is getting into my account--could you please help?"
t1731,I requested a higher amount for my cash withdrawal
t1732,Do you convert to Euro?
t1733,"What does it mean when a transfer is ""pending""?"
t1734,I have a top-up that's still pending and wanted to know about it.
t1735,"There are incorrect charges on my account, there was a WD that was made by someone else.  I still have my card though."
t1736,"I was out today looking forward to paying with my new card, but the payment just kept getting declined. This is really sad, what's going on?"
t1737,I'm not sure where my phone is.  Can someone else use the app?
t1738,I just looked over my statement and I don't recognize the name of a card payment.
t1739,need to exchange currencies
t1740,I have a question regarding the PIN of the card?
t1741,"I prefer Visa, can I get that instead?"
t1742,My card payment has been cancelled
t1743,I wasn't allowed to transfer to my account
t1744,where can i located the auto top up function?
t1745,"My salary is received in the form of GBP. Is it necessary to configure this? If so, where is this done?"
t1746,What is the procedure for activating this card?
t1747,What are your exchange rates calculated from?
t1748,There are funds in my app that I did not receive.
t1749,What is the wait time until money reaches my account?
t1750,My identity verification is not working.
t1751,I'm worried that my card has been compromised because I see a payment that I didn't make.
t1752,I used this account a lot during the last month to manage my payments for my new place abroad. Seems that suddenly fees have increased? Shouldn't you instead reward your frequent customers instead of putting an additional fee suddenly?!
t1753,My preference is Mastercard.
t1754,Is there a specific date it can be delivered by?
t1755,Is it possible to use my apple watch for topping up?
t1756,"Hi, In morning, i was trying to withdraw money from my card, but it got declined. So far it was working fine. Could you please check my card."
t1757,Is the verification number on the top up card
t1758,There's a cash withdrawal I am certain I did not make
t1759,Help me.  My phone has been lost or stolen!
t1760,How do I fix a broken card?
t1761,I deposited a cheque but I don't see the funds in my account.
t1762,Someone took my card without permission
t1763,Can I exchange currency for different types?
t1764,Are cards delivered to my location?
t1765,Do you also have this extra fee on your statement?
t1766,I made a payment but the app cancelled it.
t1767,I can use this card at which ATMs?
t1768,how do i find top up for cash deposit
t1769,"If I were to use a European bank card for a top up, will I incur a charge?"
t1770,What do I do if I find a debit charge that I know I didn't do in my billing statement?
t1771,passcode retrieval
t1772,why are all my identity details required
t1773,"I need to transfer money into my account, HOW?"
t1774,I wanted to know why i got an additional fee when i use my card.
t1775,"How do I close my account, since I'm dissatisfied?"
t1776,Why isn't the transferred money there?
t1777,"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number is the right one, I've checked that several times already."
t1778,I'm waiting for my transaction to complete.
t1779,What do I need to do for a refund?
t1780,Why hasn't my ID been verified?
t1781,How can I convert currencies?
t1782,How can I get my PIN unblocked?
t1783,Why does my statement show an extra fee?
t1784,Why doesn't the person I sent money to see that transfer yet?
t1785,I need clarity on why my card is not working.
t1786,Why can't I transfer money to a beneficiary
t1787,I cannot use my PIN.
t1788,Can I link my card I previously received?
t1789,Do international transfers take longer?? I made a transfer from France 2 days ago but it's still not there yet...
t1790,I believe my top up has failed
t1791,What are the steps for identity checks?
t1792,I would like to know what your exchange rates are.
t1793,Why has my card been declined?
t1794,What should I do about a direct debit that I did not set up?
t1795,"While doing a transfer, it says declined."
t1796,How long will it take for the cash I deposited this morning to show up?
t1797,How can I exchange currencies in the app?
t1798,When will the check I deposited post to my account?
t1799,I deposited cash into my account and I'm having trouble seeing it on my account.
t1800,Why was there an extra charge because I used my card to pay?
t1801,"My card still hasn't arrived after two weeks, now what?"
t1802,"I'd rather not use my physical card, how can I get a virtual card?"
t1803,I transferred some money but the balance stayed the same.
t1804,Why is it showing that my account has been charged a dollar that is showing as pending?
t1805,Why am I being charged for the same thing twice?
t1806,Why is there an unknown card payment?
t1807,Tell me why there is an extra charge when I used an ATM?
t1808,My last ATM request did not go through due to a declined card. Please cancel the request on my account.
t1809,What to do if my physical card is not working?
t1810,I need to renew a card that's about to expire
t1811,I need help making this transfer. I keep getting an error. I'm trying to purchase a flat but i need my mortgage payment to go through first. Can you help?
t1812,Is there a reason that my top-up is still pending?
t1813,Can you tell me the ATMs I can use with my card?
t1814,My purchases from this morning still have pending payments.
t1815,What kind of security protects my money?
t1816,Will you charge for a physical card?
t1817,How do I get a PIN?
t1818,Please cancel the latest ATM charge on my card as my card was declined earlier today and I did not receive that cash.
t1819,When will I get my money? It's been too long.
t1820,why has a cash withdrawal charged me?
t1821,I bought something online a week ago and i never got it in the mail.Can I just get my money back now I don't want to keep waiting on something that isn't going to show up.
t1822,I need to cancel my recent transfer quickly since I made a mistake. Please help before it goes through.
t1823,How long will a transfer from Europe take?
t1824,How can I top up with Apple Pay?
t1825,There was a direct debit from my account and I didn't authorise it
t1826,Is there a charge for getting cash?
t1827,Yesterday my phone was stolen from me :( What do i need to do about it?
t1828,I tried to use my disposable virtual card to pay a subscription to the gym and it got rejected. Any ideas why?
t1829,Is there any way to cancel a recent transfer?  I did not mean to make it and need to make sure it does not go through.
t1830,"Please help me in this, as i was unable to make any payment by my new card,  it was getting declined repeatedly. I am not very happy with this incident."
t1831,I would like to delete my account. I'm not happy with the service you're providing
t1832,Can I exchange my money for EUR?
t1833,"When will I get a new card when I order it, and how much will it cost."
t1834,"I have made 5 attempts to make a very standard survey, yet I can't get it to work. What is the problem? Is there an issue related to your system?"
t1835,Please give me both a visa and a mastercard.
t1836,I deposited a cheque a week ago but have yet to receive the cash.
t1837,is there a way to do automatic top up
t1838,It is listed in my app that I made a payment which I did not actually make
t1839,Is the cash withdrawal going to show?
t1840,How can people transfer money to me?
t1841,Which fiat currencies are supported for holding and exchanging?
t1842,Can I deposit money using Apple Pay?
t1843,There was an extra fee when I was at the ATM.  Why?
t1844,How long is delivery to the US?
t1845,Can turn my money into another currency?
t1846,How much is it to send out additional cards?
t1847,"While getting cash, I was charged a fee."
t1848,From which age can my kids use your service?
t1849,I got a message that I cannot name X as a beneficiary.
t1850,What should I do if I don't know my password?
t1851,Everytime I try to prove my identity it won't let me.
t1852,How do I know what my PIN is?
t1853,"Is something wrong with my account, my balance didn't change after I transferred some money"
t1854,People are using my debit card - help!
t1855,How can I find a way to transfer money without it being rejected?
t1856,Google Pay won't let me top up.
t1857,The cash abroad exchange rate is applied wrong.
t1858,Help me cancel a transfer.
t1859,I do not recongize a payment in my account.
t1860,"If the ATM only gave me 10 pounds instead of the 30 I requested, what do I do?"
t1861,I would like to know if you use Visa or Mastercard.
t1862,Is there a fee for sending out more cards?
t1863,Is there a specific source that the exchange rate for the transfer I'm planning on making is pulled from?
t1864,Can you tell me why I was charged extra when I withdrew money?
t1865,How can I reset my darned PIN number?
t1866,"I can't be sure, but I think that someone may be using my card."
t1867,I did a transfer but it is still pending.
t1868,Please help me unblock my pin which I put the wrong one too many times.
t1869,Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.
t1870,"If I exchange currency frequently, can I get a discounted rate?"
t1871,Where is the transfer to my account?
t1872,The card that I have isn't working. This is the physical card.
t1873,Change my pin?
t1874,I have lost my phone or it has been stolen.
t1875,How do I modify my account details?
t1876,How do I access the virtual card?
t1877,Can I still use my account without verifying my identity?
t1878,Are there any places that won't take my card?
t1879,Do you offer cards for those in other countries?
t1880,My card is missing!  Help!
t1881,Can I choose whether I receive a Visa or a Mastercard card?
t1882,"I tried to take out some money from an ATM earlier today and it was declined. Looking on my screen now, I still see that it's pending for that amount. I didn't actually get that money, so I don't want it processed on my account."
t1883,"Help me please, My Apple Pay American Express top up does not work."
t1884,"When I was traveling abroad, the exchange rate was applied wrong."
t1885,Why am I being charged a fee on a card payment?
t1886,Is there a way to make my money usable in another country?
t1887,I have a payment which has not been approved.
t1888,I have used all of my PIN tries. What should I do now?
t1889,My top-up never worked
t1890,How long does it typically take for a pending ATM withdrawal to clear?
t1891,I think my account has been hacked there are charges on there I don't recognize.
t1892,What are the steps to verify identity?
t1893,"I no longer want this account, what should I do?"
t1894,I was charged extra or a hidden fee when I purchased something from you. What's the deal? I didn't authorize that charge.
t1895,If I want to can I set up a new PIN?
t1896,How long will my transfer be pending?
t1897,I dont have identification
t1898,I can't do the verification.
t1899,tell me how I can order my card.
t1900,Exchange rate on a purchase was incorrect
t1901,"If my account is low in funds, can I set an auto top-up?"
t1902,There is a cash withdrawl I don't remember.
t1903,I am still waiting for a refund
t1904,Why is  my  top  up for  my  new account  not  instant
t1905,The exchange rate for my electronic payment is incorrect.
t1906,"When I tried to transfer funds to my friend today I was unable to do so, why?"
t1907,I've just got married and want to change my name.
t1908,Can I use a transfer to receive my transfer?
t1909,The app is showing a payment I never made.
t1910,how much is it to exchange currency
t1911,Can I get a Visa instead of a MasterCard?
t1912,Why did my credit card get declined for top up?
t1913,Can you unblock my account?  I entered the PIN wrong.
t1914,There is a pending transaction on my account for when I tried to get money from the ATM earlier and it did not work. Can you fix this?
t1915,Do I need to verify the top-up?
t1916,Can I have it delivered on a specific date?
t1917,I didn't receive the correct exchange rate for an item that I bought.
t1918,Where can my card be used?
t1919,what documents do i need to verify who i am
t1920,"I'd like to make a SEPA transfer to my account, but will I be charged?"
t1921,Can you please tell me why my card payments are not going through when I try to buy something online? When I put in my card payment it takes it but it comes back a while later.
t1922,Where can I have a new bank card sent to China?
t1923,My identity is unable to be verified.
t1924,Why are my purchases from this morning still pending?
t1925,"As advised by you, i requested seller to refund my money. A week has passed but i haven't got any update from seller. Please track the refund with the seller."
t1926,Help!  I think my phone may be stolen or lost!
t1927,What do I do to verify a top-up?
t1928,My transaction is showing several times.
t1929,Give me a refund
t1930,I saw a payment come out of my account for a merchant I don't remember.
t1931,how many transactions can go on a disposable card?
t1932,where has my transferred money gone?
t1933,How can I top up my account and which currency can I use?
t1934,I ordered something online a while ago and I haven't gotten it. I would like a refund.
t1935,I topped up my card but the app rejected it.
t1936,I'm unable to verify my identity
t1937,What is the process to get a new card when your old one expires?
t1938,Please tell me the steps to verify my identity.
t1939,why is my top up failing
t1940,"I tried to get money out of the Notting Hill ATM earlier, but I wasn't able to get it to work. Is my card with issue? It's the first time I tried using it."
t1941,I was spending cash with my card and got a fee.
t1942,My cash withdrawal was short.
t1943,Why hasn't my cash arrived from a deposited check?
t1944,Why can't I transfer to an account?
t1945,Why would the app revert my payment?
t1946,I want to use my American Express for adding money into my account.
t1947,Is it possible to top up by card?
t1948,What's the normal time frame for a transfer from a UK account? After just making a transfer it doesn't appear at all. I need to know if things went okay.
t1949,A fee that shouldn't be there is there after using my card!
t1950,I can't figure out how to unblock my pin number. Can you help me?
t1951,I tried activating my card and it doesn't work how do I solve this problem?
t1952,Can another family member hold a card for this account in addition to mine?
t1953,Where do I go to fill out the identity form?
t1954,"In my app, a direct debit payment that I didn't do shows up."
t1955,I am unable to use my card for some reason.
t1956,I haven't received my card and am worried it is lost.
t1957,I found my card. How can I put it into my app?
t1958,"I need to transfer some money, can I use my credit card?"
t1959,I have a trasnger that is pending and wondered about it.
t1960,"I made a transaction, but I made it to an account I didn't mean to make it to."
t1961,i have yet to get my pin
t1962,I need to change my home address.
t1963,Why can't I see my funds after I topped up?
t1964,Whats the reason for my payment being declined? It looked like everything went through ok and my account was good.
t1965,My top-up didn't go through
t1966,My refund for a purchase hasn't  cone through yet.
t1967,"How long do you expect me to wait for the transfer? It finally worked out, but has been pending for a long time and it's quite urgent."
t1968,Is topping up free?
t1969,"There must have been a mistake, why was I charged an extra pound?"
t1970,I was charged an extra pound for no reason. Why is that?
t1971,I was just needing to know why my card got declined
t1972,My last name has changed and I need to update my account details.
t1973,At what places accept my card?
t1974,I don't recognize this payment at all!  Help!
t1975,why hasn't my virtual card come yet?
t1976,Where is the card I ordered 2 weeks ago?
t1977,My disposable virtual card got rejected
t1978,Why was I charged a higher exchange rate when I bought something abroad?
t1979,Can you explain to me why a top-up would still be pending?
t1980,Show me where I can see the PIN?
t1981,Is there a reason why a recipient might not see my money transaction
t1982,How do i secure a top-up card?
t1983,How do I link an existing card?
t1984,I am unsuccessfully trying to make a transfer can you help?
t1985,My statement shows different transaction times.
t1986,I found the card I thought I lost this morning. Can I reactivate this card?
t1987,Is there a topping up limit?
t1988,I have a direct debit I didn't set up
t1989,How do I unblock my card?
t1990,Can I have a duplicate second card?
t1991,What places accept my card?
t1992,"I tried to withdraw some funds from my card, but was declined. How can I get my money?"
t1993,I deactivated my card but would like to reactivate it.
t1994,How come I can see an extra charge for my transfer?
t1995,Where do i go to receive a virtual card
t1996,Are there any fees when exchanging to foreign currencies?
t1997,"I paid with my card and got charged an extra fee, what's up with that?"
t1998,I would like to change my address.
t1999,I found my lost card. Am I still able to use it?
t2000,"I no longer need AUD, I need GBP instead, how can I make this happen?"
t2001,What do I need for the identity check?
t2002,There is a strange card payment I don't recognise.
t2003,Where can I find my card PIN?
t2004,Why would my card payment be reverted?
t2005,The exchange rate for my payment last Saturday must be wrong because I was charged extra.
t2006,Tell me why my transfer is pending.
t2007,I do not recognise the card payment.
t2008,What happens if the ATM gives me the wrong amount of money?
t2009,"There was money taken out of my account, and I'm pretty sure I didn't do it."
t2010,I tried to get gas but my money was gone!
t2011,Where is the top-up verification code?
t2012,Where can i find my top-up verification code?
t2013,"When I went to get cash, it was declined!"
t2014,Must I verify my identity?
t2015,Why am i being charged for withdrawing cash funds?
t2016,I've been trying to do a transfer multiple times and have failed? Is the system down?
t2017,Why is there a fee when I thought there would be no fees?
t2018,I am afraid to give you all my identify details.
t2019,Why couldn't I make a withdrawal from the ATM?
t2020,Why was I charged a fee to transfer money?
t2021,"Hi, Today i have tried to make payment by my new card, but payment got declined many times. I am very disappointed, please look into this."
t2022,"My transfer went through, but it seems to be caught up in a pending status.  This was very important that it got done quickly, can you give me a status update on how long it will take?"
t2023,I have a disposable card but it does not work?
t2024,What is the length of time for money to reach the account?
t2025,It is urgency. Please freeze my card now. As someone in some odd remote town has withdrawn some money by using my card. As i did not withdraw any money.
t2026,I have tried a couple of times to make a purchase and my card keeps getting declined. Why do you keep denying my transfers? I have already tried a couple of times and it's not working.
t2027,I want to inactivate my account.
t2028,"Hi,  One of payment is still coming as pending for which i have already paid by card. I guess it did not processed, could you please check and update me."
t2029,I got charged two times for a transaction
t2030,I'm not recognizing the card payment.
t2031,There is a duplicate payment on my card. Why?
t2032,Did you revert my top up?
t2033,Does the exchange rate change?
t2034,Can you explain to me why a top up would be reverted?
t2035,What  is the verification process for a top up card?
t2036,Can I transfer my paycheck to the account?
t2037,Why is allowance not being given to my beneficiary?
t2038,I've got to have one of those virtual cards.
t2039,Every ATM I visit is rejecting my card and I don't know why. There should be money on it. Can you check it to see if something is wrong or if I'm doing something wrong?
t2040,"I'm not in the UK, but can I still get a card?"
t2041,My credit card got declined for top up! What's going on? Can you check on why it didn't go through?
t2042,I bought something on line a and the seller hasn't received the money I sent could you please tell me how long an EU transfer takes?
t2043,I want to use cash to top up.
t2044,How long should it take for a transfer to go through? I have been waiting a while.
t2045,How can I lookup the source for my available money?
t2046,My disposable virtual card won't work.
t2047,How long do I have to wait for the transfer to be finalized?
t2048,My top up is not working
t2049,What is the top-up limit on my cards?
t2050,Can you tell me about the exchange fee?
t2051,Do I need to pay more for exchanging currencies?
t2052,What caused my top up to be reverted?
t2053,"My money has gone missing. I had recently added money in, and saw it was there and went through. Now it's missing. What is happening?"
t2054,Help! I lost my card!
t2055,"I put my check in the bank, but I haven't gotten my cash yet?"
t2056,I would like to know more about what a disposable virtual card is?
t2057,I want to get few more physical cards
t2058,I've forgotten my app passcode completely.
t2059,What currencies can I hold?
t2060,Can I make a withdraw in my home currency at an ATM? I'm on vacation and don't have cash with me. This is cause for a bit of concern. Is it possible to withdraw here without additional fees?
t2061,My account shows a direct debit charge that I have never seen before
t2062,Can you tell me where I can order a disposable virtual card?
t2063,My credit card seems to have been declined for top up. Why is it not going through? Can you tell me what's going on?
t2064,Will I be charged for a cash withdrawal?
t2065,where do you have locations at
t2066,How long does it take to make an urgent transfer from China?
t2067,Why am I being charged for withdrawing cash but haven't in the past?
t2068,I am looking for my top-up verification code and cannot find it.
t2069,HOW LONG TO TAKE THE TIME TO SOLVE
t2070,Please help! I need a refund on a transaction on something I bought and I need the refund right away!
t2071,I was given less cash then I wanted.
t2072,Why is there an additional fee showing on the statement I received?
t2073,Do I get  a mastercard and visa?
t2074,"If I want a friend to top off my account, can they?"
t2075,My identity hasn't been verified.  Can I use my account?
t2076,"i received my American Express in Apple pay, is there a reason why top up is not working?"
t2077,Why is it failing to top-up?
t2078,What is my money worth in other countries?
t2079,I tried to pay through my account but the payment is not going through. What's going on?
t2080,What are the time frames for the money to be available in my account?
t2081,Why hasn't my son received the transfer I sent to him earlier?
t2082,Can you tell me what countries you offer support for?
t2083,Why am I being charged extra when I withdrew money?
t2084,Is it simple to transfer money using my credit card?
t2085,My card didn't work at the ATM in Notting Hill.  Is my card working?
t2086,Can you tell me how long it takes for a new card to come?
t2087,My account is devoid of funds. Am I permitted to submit additional money via bank transfer?
